sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
2,127,7,0,368,2,0,0,0,0
1,119,6,0,368,2,0,0,0,0
2,125,6,0,368,2,0,0,0,0
2,125,7,0,374,1,0,0,0,0
2,122,6,0,374,3,0,0,0,0
1,115,6,0,371,2,0,0,0,0
2,118,6,0,367,2,0,0,0,0
2,121,5,0,353,0,0,0,0,0
0,129,6,0,364,3,0,0,0,0
2,126,5,0,375,2,0,0,0,0
2,125,6,0,373,2,0,0,0,0
2,122,6,0,376,2,0,0,0,0
2,128,6,0,382,2,0,0,0,0
2,127,7,0,389,2,0,0,0,0
2,125,6,0,386,2,0,0,0,0
2,128,7,0,385,2,0,0,0,0
2,125,6,0,384,3,0,0,0,0
2,123,7,0,392,2,0,0,0,0
2,128,8,0,385,2,0,0,0,0
2,125,6,0,389,2,0,0,0,0
2,119,7,0,381,2,0,0,0,0
2,131,6,0,378,2,0,0,0,0
2,122,5,0,360,2,0,0,0,0
2,124,6,0,393,2,0,0,0,0
2,124,7,0,391,3,0,0,0,0
3,125,7,0,388,2,0,0,0,0
2,126,7,0,387,2,0,0,0,0
2,129,6,0,387,2,0,0,0,0
2,127,6,0,385,3,0,0,0,0
2,126,6,0,396,2,0,0,0,0
2,127,6,0,388,2,0,0,0,0
2,132,6,0,376,2,0,0,0,0
2,119,7,0,378,2,0,0,0,0
2,128,6,0,387,2,0,0,0,0
2,132,7,0,397,2,0,0,0,0
2,117,7,0,396,2,0,0,0,0
2,130,6,0,394,2,0,0,0,0
2,127,7,0,387,2,0,0,0,0
2,129,7,0,393,3,0,0,0,0
2,129,7,0,390,2,0,0,0,0
2,134,7,0,384,2,0,0,0,0
2,134,7,0,382,2,0,0,0,0
2,135,7,0,399,2,0,0,0,0
2,128,8,0,398,2,0,0,0,0
1,134,6,0,373,2,0,0,0,0
2,133,6,0,374,2,0,0,0,0
2,127,6,0,380,3,0,0,0,0
2,126,6,0,388,1,0,0,0,0
2,132,6,0,383,2,0,0,0,0
2,125,6,0,383,2,0,0,0,0
1,123,6,0,378,2,0,0,0,0
2,129,7,0,382,2,0,0,0,0
2,131,6,0,379,2,0,0,0,0
1,130,6,0,375,3,0,0,0,0
2,133,7,0,383,2,0,0,0,0
2,131,7,0,384,2,0,0,0,0
2,124,6,0,373,2,0,0,0,0
2,122,7,0,405,2,0,0,0,0
2,128,7,0,405,3,0,0,0,0
2,127,7,0,407,2,0,0,0,0
2,129,8,0,412,2,0,0,0,0
2,118,8,0,411,2,0,0,0,0
2,129,7,0,410,2,0,0,0,0
2,132,8,0,409,2,0,0,0,0
2,128,7,0,407,2,0,0,0,0
2,126,7,0,408,2,0,0,0,0
2,130,7,0,409,2,0,0,0,0
2,131,7,0,408,3,0,0,0,0
2,129,7,0,407,2,0,0,0,0
2,125,7,0,410,2,0,0,0,0
3,128,8,0,408,2,0,0,0,0
2,128,7,0,408,2,0,0,0,0
2,126,7,0,410,2,0,0,0,0
2,125,7,0,406,2,0,0,0,0
2,116,7,0,406,3,0,0,0,0
2,127,7,0,409,2,0,0,0,0
