sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
890,984,810,18,228,816,656,27,737,446
883,984,807,0,232,810,658,30,705,442
883,983,807,505,232,816,658,30,711,437
883,985,804,815,232,813,656,21,701,443
880,984,802,879,232,804,660,14,696,415
878,984,800,903,233,795,658,6,672,425
874,984,799,919,233,793,656,5,660,426
875,976,800,906,235,802,657,5,606,428
881,973,809,888,237,811,656,7,623,408
887,963,813,878,240,814,656,12,624,332
888,956,820,879,240,817,656,21,634,329
893,957,825,880,243,818,655,20,660,328
892,962,823,891,244,819,656,20,651,326
891,965,818,896,243,818,657,18,641,343
891,968,817,901,243,816,656,13,623,345
890,970,815,908,246,815,654,11,624,336
890,969,815,912,244,816,657,13,631,322
889,970,814,915,245,816,657,15,652,348
890,969,810,916,244,817,655,16,646,336
888,969,811,915,243,818,657,16,652,324
889,968,812,916,242,817,657,17,649,331
890,966,810,918,244,815,658,18,657,318
889,964,811,921,240,819,659,18,649,338
889,964,812,927,239,817,659,19,647,342
889,965,808,928,239,820,659,18,656,335
889,965,809,929,238,819,659,19,648,335
891,963,809,929,238,821,660,20,646,322
890,963,813,929,241,822,658,20,650,283
890,963,810,929,241,822,659,21,660,277
890,962,811,930,242,815,659,21,661,302
891,963,812,930,242,820,659,23,679,313
892,963,812,931,245,822,659,22,677,295
891,964,814,931,242,822,660,22,687,265
891,962,812,931,240,822,659,23,694,235
892,961,812,932,246,821,658,23,686,218
890,961,811,931,259,820,658,24,691,223
891,959,812,932,248,824,659,23,694,218
890,959,811,932,256,821,659,26,693,210
889,960,810,933,248,820,660,26,699,231
890,959,810,933,247,825,660,25,692,231
892,959,811,933,249,828,659,24,678,215
891,958,813,933,250,826,657,22,658,234
892,958,810,932,249,826,657,20,674,232
891,959,811,931,245,824,657,20,680,238
891,960,811,933,244,830,654,21,702,237
893,959,812,932,244,832,655,22,691,227
892,963,810,922,244,830,653,22,692,230
893,962,810,926,240,827,653,23,700,229
892,962,810,930,273,827,656,24,701,239
891,961,810,931,273,827,658,23,692,235
891,964,809,930,268,826,653,21,680,277
891,966,809,930,281,825,653,16,687,288
892,964,808,932,283,828,654,18,702,283
891,962,810,934,268,827,656,18,708,281
892,959,808,934,272,828,656,20,700,280
891,960,808,935,274,825,656,17,697,279
890,961,808,936,274,825,655,17,706,261
892,961,807,938,278,829,654,15,709,282
890,960,807,939,279,825,655,15,691,263
890,961,805,938,279,828,656,17,701,320
889,961,804,939,284,823,656,19,715,301
890,960,803,938,283,828,656,20,708,290
889,960,804,940,283,827,653,20,690,277
890,960,804,939,283,826,654,21,736,252
890,958,806,939,283,827,656,23,746,220
890,960,802,937,285,826,655,25,732,298
890,959,802,938,295,825,655,26,724,299
890,959,802,936,295,825,653,30,743,244
891,954,804,936,294,827,654,29,748,255
889,954,803,937,290,826,654,27,745,219
890,952,805,938,289,826,655,30,740,218
889,952,804,939,284,826,654,30,757,220
889,953,804,939,283,826,655,32,759,201
890,951,804,938,284,825,655,32,767,194
889,948,805,940,267,827,654,25,765,171
888,950,805,940,282,828,656,22,780,240
897,954,806,942,274,827,654,23,781,217
888,954,804,943,272,835,654,24,785,141
886,955,805,943,266,827,655,24,783,200
889,955,805,942,264,826,651,27,779,267
892,957,815,941,267,826,654,26,771,252
891,955,812,942,265,824,651,27,769,218
890,951,807,941,261,824,652,28,772,203
889,952,808,942,260,825,649,28,770,209
892,953,814,941,261,829,649,28,779,214
894,953,820,942,260,831,653,30,780,214
895,954,824,941,270,832,652,31,772,207
895,954,817,941,243,829,651,32,756,202
891,955,805,942,246,827,651,32,755,156
891,959,805,940,246,825,641,31,765,167
890,960,803,939,282,830,641,33,797,172
889,960,802,940,261,833,641,34,792,176
889,957,804,938,283,834,642,33,792,183
892,956,811,939,239,836,642,33,791,170
893,954,810,935,239,836,642,33,796,175
893,955,809,934,231,837,640,34,806,146
892,954,806,933,228,833,640,36,798,158
890,953,804,932,251,834,633,58,796,80
891,951,804,932,255,833,630,91,797,132
890,950,805,933,276,832,628,94,781,166
891,947,808,932,261,833,627,103,765,169
892,950,808,929,270,833,627,108,763,150
892,949,809,933,268,834,627,108,763,121
894,949,810,934,263,836,626,106,755,17
892,950,805,932,259,835,624,107,764,95
891,949,801,931,288,833,626,107,763,107
891,950,802,931,287,832,626,106,762,126
892,949,800,930,281,832,627,106,770,81
891,949,800,930,285,833,624,106,774,92
892,950,801,930,274,833,623,105,775,74
891,950,800,931,289,831,623,105,778,76
891,950,799,931,288,833,622,105,776,100
892,950,799,931,274,836,621,104,777,86
892,951,800,931,267,835,620,104,773,52
892,951,799,932,266,836,621,103,773,11
893,951,801,931,269,838,621,104,783,13
893,953,800,932,271,837,622,104,797,12
893,952,801,934,265,839,620,103,806,66
893,953,802,933,266,837,619,103,810,60
893,952,801,933,266,835,620,104,799,54
892,951,801,934,266,834,618,103,797,54
893,951,800,933,267,833,620,102,803,11
892,951,803,934,265,840,620,101,810,11
892,952,804,935,270,840,621,101,816,11
893,951,807,935,270,841,619,102,817,11
894,951,809,936,269,842,619,102,815,21
894,950,810,935,268,839,619,104,819,23
895,949,809,936,269,841,620,105,819,16
894,949,809,936,267,838,619,107,819,19
894,952,811,934,268,841,620,108,820,13
895,959,810,936,267,837,621,108,814,19
892,961,805,938,390,839,615,110,796,11
899,969,818,936,673,849,616,115,753,11
903,971,816,934,656,855,607,99,737,10
900,968,809,933,525,863,611,133,739,9
908,957,815,931,603,884,610,125,711,7
915,962,819,921,633,897,606,138,734,6
922,959,825,904,717,910,597,154,752,6
926,952,829,906,745,913,552,517,747,7
926,936,842,916,806,909,585,718,721,6
922,895,830,912,824,876,580,748,647,6
911,881,834,914,826,875,599,751,644,6
901,915,818,903,820,844,602,498,650,6
894,939,806,866,824,836,598,186,654,6
895,930,842,882,821,846,599,178,636,6
901,891,859,901,847,849,597,171,637,5
910,864,856,915,878,849,604,174,656,6
906,908,842,929,866,838,607,161,664,6
895,929,820,931,771,838,589,168,670,6
894,956,858,929,541,848,604,150,670,6
884,966,798,930,491,816,607,130,671,6
803,969,680,917,400,754,601,110,663,6
775,970,665,902,324,749,602,101,665,5
759,970,650,914,374,722,605,100,664,5
719,970,597,913,352,662,602,90,659,6
658,973,560,905,400,631,598,73,657,6
666,972,573,883,443,657,601,63,649,5
666,974,571,894,580,638,603,46,646,5
649,975,569,895,557,639,607,31,646,6
642,976,554,904,501,655,605,38,646,5
654,978,560,905,445,652,573,33,641,6
666,976,572,904,505,694,584,46,643,5
691,976,593,891,540,702,578,280,646,6
671,976,573,907,505,685,576,486,650,5
659,974,560,915,377,660,559,536,638,6
652,974,552,910,308,627,574,436,641,5
582,976,508,879,475,612,580,10,645,5
644,979,565,819,662,706,588,10,647,5
680,979,582,851,624,712,582,10,641,5
661,980,562,870,569,697,588,9,649,5
649,980,561,855,609,705,594,143,643,6
664,980,572,854,629,716,597,335,643,6
671,980,578,861,611,720,600,354,645,5
668,980,573,867,586,714,596,378,653,5
662,980,568,870,573,714,594,422,653,4
669,979,574,869,585,719,594,428,660,6
665,980,573,866,590,728,593,448,665,5
588,979,576,866,590,734,603,531,662,6
669,980,577,867,569,741,605,544,663,5
674,979,581,866,576,743,596,556,664,5
678,980,583,868,569,741,600,560,663,5
673,980,583,864,563,737,602,570,665,5
673,980,579,866,560,738,595,594,666,5
674,981,585,866,564,744,596,609,665,5
672,980,580,868,570,749,599,622,664,5
599,981,520,872,538,788,601,628,664,5
607,981,530,870,534,781,609,628,662,5
609,980,523,869,551,783,607,630,661,5
600,980,500,869,537,776,592,630,665,5
616,981,529,870,521,775,592,636,670,4
616,980,533,867,522,777,593,624,673,5
624,980,536,871,497,774,604,632,675,5
624,980,536,865,479,778,596,647,672,4
608,981,536,877,448,781,600,657,670,4
622,980,536,878,426,777,594,646,672,4
608,980,518,879,402,787,588,664,670,5
608,981,519,877,459,779,595,654,667,4
615,982,531,871,497,779,596,671,667,4
610,981,526,879,489,776,585,673,668,5
609,981,525,881,498,769,572,664,670,5
605,981,527,877,566,768,553,659,661,5
609,982,528,881,544,779,562,593,662,5
615,982,531,882,565,776,575,224,659,4
592,981,510,881,599,733,569,35,657,5
586,981,504,880,523,723,572,40,656,4
552,982,489,885,509,681,564,37,647,4
550,982,490,880,496,699,566,37,655,3
569,981,500,883,470,692,565,36,648,4
563,982,498,883,488,709,566,36,647,4
578,982,509,881,496,714,559,35,645,4
579,981,509,884,503,721,561,36,646,3
572,981,502,879,502,698,561,38,646,3
568,983,502,883,499,704,572,39,653,4
571,982,498,884,500,687,561,39,650,4
552,982,487,884,497,673,564,39,650,4
546,981,480,884,496,662,572,40,648,3
537,982,471,880,509,652,571,39,648,4
538,981,474,876,514,665,573,40,647,3
537,982,475,879,511,674,570,39,645,4
545,982,480,878,514,691,563,36,640,4
552,982,489,882,563,696,563,33,638,4
551,981,491,884,555,700,559,44,644,4
554,982,488,887,526,696,568,43,647,4
554,981,481,888,519,680,565,44,647,4
544,982,476,891,524,681,571,44,642,3
545,982,482,888,524,694,569,45,641,3
556,982,491,889,532,702,576,73,645,3
566,982,499,888,529,714,569,77,646,3
566,982,497,890,527,714,579,78,647,3
560,982,491,889,536,711,571,93,647,4
558,981,491,890,539,701,569,100,645,4
557,982,492,893,530,691,573,83,647,3
545,982,484,893,532,674,572,98,646,4
546,981,485,894,525,685,575,98,647,3
546,982,481,893,512,680,570,83,651,4
548,982,484,891,508,680,571,95,651,3
553,982,486,890,530,679,572,98,653,3
550,981,485,891,526,684,577,100,653,3
554,983,487,891,527,686,571,77,655,4
559,982,492,891,529,691,574,77,655,2
559,982,492,892,533,686,577,77,654,3
549,981,484,892,525,687,575,100,656,3
551,983,483,891,523,691,575,88,656,3
549,983,482,893,526,688,576,77,655,4
554,982,486,893,530,691,576,81,655,3
552,982,485,892,533,696,579,89,652,3
557,982,492,891,534,705,575,101,651,3
557,982,490,891,540,706,575,233,654,2
564,981,492,889,530,715,575,236,653,3
561,981,495,890,540,715,572,214,653,3
558,981,491,891,536,716,573,203,654,2
553,982,484,891,536,696,569,89,655,4
540,982,475,891,541,696,569,213,658,3
539,981,471,892,532,691,569,204,656,3
527,982,461,894,524,686,568,309,657,2
519,983,456,895,513,684,568,303,657,2
521,981,456,895,509,687,571,312,657,3
540,983,477,895,512,682,564,316,657,3
544,982,480,895,515,686,563,343,657,2
550,982,485,896,522,691,564,358,656,2
551,981,482,896,517,685,563,360,656,2
546,982,485,896,518,694,566,341,656,2
553,982,486,897,519,697,557,358,657,3
555,981,489,897,525,703,552,381,657,3
556,981,490,898,529,705,549,388,656,3
558,982,488,897,556,698,559,349,657,3
547,982,478,898,586,680,557,382,656,2
530,982,464,899,600,669,557,380,658,2
532,981,467,898,608,663,555,410,657,2
534,982,467,899,612,653,554,406,659,2
543,982,481,899,615,618,560,436,660,2
554,982,491,902,607,622,558,442,660,2
561,981,493,903,594,618,562,450,661,2
562,983,495,901,588,629,550,455,662,2
568,982,501,903,573,634,548,455,663,2
568,981,501,901,572,635,549,448,663,3
561,982,494,899,570,629,545,371,663,3
566,982,497,896,586,630,549,385,663,2
564,983,500,897,615,637,551,413,663,2
571,981,504,902,611,641,554,453,665,2
588,983,517,903,612,649,552,485,665,2
538,981,524,903,596,656,556,514,663,2
601,982,527,901,568,659,565,465,663,2
600,982,523,893,558,661,555,276,661,3
587,982,518,894,538,655,539,303,661,2
572,982,503,898,531,637,510,382,662,2
543,982,477,902,525,610,518,537,662,2
544,982,486,903,526,625,505,592,662,2
550,982,486,906,538,620,512,596,662,2
557,982,493,906,524,624,548,584,661,2
561,983,491,906,528,620,545,592,662,2
561,982,491,905,525,628,553,619,662,2
565,982,495,905,539,637,539,628,662,2
574,982,505,907,539,645,508,602,661,3
582,983,511,906,537,654,488,602,660,1
592,982,519,906,543,663,470,606,655,2
597,982,523,907,558,664,477,606,655,2
594,982,523,907,558,666,457,633,655,2
597,982,525,908,560,669,452,658,654,2
598,982,524,909,541,669,450,674,653,2
602,982,526,908,529,674,445,688,652,2
606,982,532,909,527,681,440,697,651,2
608,982,532,910,561,681,448,708,652,1
616,981,532,904,541,661,453,500,652,2
596,981,516,901,532,641,486,416,653,3
582,982,505,905,523,619,512,545,653,2
546,982,477,907,512,601,505,654,655,2
535,982,474,909,513,609,510,682,655,2
573,982,487,908,504,629,517,685,657,2
581,982,494,911,509,632,512,528,657,2
537,982,454,910,499,572,525,614,656,2
524,982,452,910,484,582,527,649,656,2
521,982,438,911,487,585,528,631,655,2
541,982,462,911,472,608,527,681,655,2
544,982,463,913,463,607,531,692,655,2
547,982,469,910,442,611,564,707,652,2
552,982,467,912,441,609,574,717,652,2
550,982,467,913,445,610,589,741,650,2
549,982,468,912,444,615,592,727,650,1
557,982,464,912,440,617,599,751,649,2
557,982,480,913,454,612,597,770,649,2
554,982,477,914,454,568,599,780,648,2
478,982,400,916,451,536,596,790,645,2
529,982,465,915,449,617,567,792,641,2
578,983,501,915,469,662,551,775,643,2
613,982,530,912,595,692,547,768,643,2
622,981,537,912,631,700,543,771,643,2
607,981,545,912,634,704,510,777,641,2
612,982,548,913,618,707,524,787,641,2
630,982,545,913,610,706,526,795,642,2
630,982,545,913,610,703,511,793,641,2
617,982,533,912,639,685,501,800,641,2
604,982,524,909,651,674,519,811,642,2
583,982,507,912,627,654,516,798,641,1
585,982,510,912,619,656,527,790,641,2
585,982,506,914,615,660,527,797,641,2
578,982,502,914,596,660,550,801,641,2
575,982,507,914,584,659,561,811,642,2
531,982,509,915,578,659,558,817,642,2
593,982,511,915,575,660,558,819,642,1
592,982,511,915,579,662,547,825,641,1
589,982,507,915,576,657,524,829,641,1
590,982,507,916,579,653,542,826,641,1
578,983,503,916,567,642,546,825,640,2
578,982,503,915,574,648,534,815,639,2
588,982,513,916,577,655,523,800,639,2
585,983,510,916,573,655,534,796,638,2
587,983,511,915,577,658,532,802,637,2
588,982,511,915,582,661,548,804,636,1
533,982,514,916,579,660,543,806,635,2
590,982,511,916,571,660,532,807,634,2
589,983,508,917,574,663,526,808,632,2
591,982,511,917,576,661,529,808,632,1
588,982,508,917,578,660,532,810,632,2
584,983,503,917,579,654,523,810,627,2
